SMILES,sars,mers
CN(Cc1cc(F)cc2cccnc12)S(=O)(=O)c1cccs1,-6.94,-6.941
COc1ccc(OC)c(C(O)CN)c1,-4.868,-5.066
COc1ccc(NS(=O)(=O)c2cc(F)ccc2OCC2CC2)c(C(F)(F)F)n1,-6.549,-7.029
CCC(C)C(=O)Nc1ccccc1Br,-5.037,-5.212
CC1(NCC(=O)O)CCN(CCCc2ccccc2)C1.Cl,-6.694,-6.92
CCOC(=O)c1csc(C2CCCN2Cc2cncs2)n1,-5.827,-6.329
COc1ccc(N2CCN(C(=O)CCSc3nnnn3C3CC3)CC2)cc1,-7.195,-6.77
O=C1CC2(CCCCC2)CC(=O)N1,-6.241,-6.135
Cc1ccc(CS(=O)(=O)Nc2nnc(C(F)F)s2)c(F)c1,-6.378,-7.19
NC(=O)NC(=O)CCl,-4.388,-4.15
CN1CN(CC2(C)COC2)CC1=O,-4.713,-4.788
CCOC(=O)c1ccn(C)n1,-4.498,-4.983
O=C(c1cccnc1-n1cncn1)N1CCN2CCCCC2C1,-6.31,-6.859
Cn1nnc2c(C(=O)NC3CNC(=O)C3)ccnc21,,-6.765
Cc1csc(NC(C)C(=O)O)n1,-5.127,-5.385
COc1ccc(S(=O)(=O)NC(=O)C=C(C)C)cc1Br,-5.999,-6.284
Cn1nccc1C=Cc1nc(-c2ccccc2)ncc1C(=O)O,-6.382,-6.785
C#CCC(O)C(C)C,-3.994,-4.303
Cc1nn(C)c(C)c1C(=O)Nc1cc(-c2ccccc2)nn1C(C)C,-6.717,-7.853
OCc1ccncc1,-4.123,-4.423
O=C(O)C=Cc1nc(-c2ccccc2)n2ccccc12,-6.973,-7.2
CCOCCCn1ccnc1CO,-4.761,-4.879
N#Cc1ccc(-n2cccn2)nc1,-5.435,-5.373
COCc1ccccc1S(N)(=O)=O,-5.465,-5.47
O=C(O)c1cn(-c2ccccc2)nn1,-5.682,
CC(c1ccccc1F)N1CCC(N(C)c2cccnn2)CC1,-7.098,-7.791
O=C(O)c1ccc(Cl)c2cccnc12,-5.618,-6.233
Nc1nc(-c2cccc(Br)c2)cs1,-5.085,-5.843
C[C@@H](N)c1ccc(S(C)(=O)=O)cc1.Cl,-5.563,-5.491
N#CCn1cnc2sc3c(c2c1=O)CCC3,-5.778,-6.339
CN1CCC(=CC(=O)O)C1.Cl,-5.515,-5.035
Cc1ccc(C)c(NC(=S)NN)c1,-4.688,-5.385
COc1ccc(C)cc1C(N)=O,-5.06,-5.471
COc1ccc(S(N)(=O)=O)cc1O,-5.465,-5.257
O=S(=O)(CCSCC(O)c1ccccc1)c1ccccc1,-6.359,-5.812
O=C(NC(=S)N1CCCC1)c1ccccc1,-5.474,-5.722
CN(C)Cc1ccccc1CNC(=O)c1cc2ccccc2s1,-6.347,-6.937
C#CCCSc1nnc(SC)s1,-4.554,-4.578
CC(C)=CCN1CC(O)C(C)(C)C1,-4.915,-4.933
CCCNC(=O)c1cccc(CNCc2ccc(F)cc2)c1,-6.491,-6.59
Brc1cccc(CN2CCCC2)c1.Cl,-5.353,-6.182
CCC(O)c1c(F)cccc1Cl,-4.867,-5.205
CC(C)Cn1c(CN(C)Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,-6.684,-7.452
OC(c1ncc[nH]1)C1CC1,-4.838,-4.818
C#CCCNCC(F)(F)F.Cl,-4.629,-5.339
O=c1[nH]c(CN2CCCc3cccc(F)c32)nc2scc(-c3ccco3)c12,-7.678,-8.522
N#Cc1nc(C(=O)O)ccc1Cl,-5.323,-5.598
CCN(C1CCN(C(=O)c2cc(F)cc(F)c2)CC1)S(C)(=O)=O,-6.564,-7.205
O=C(Nc1cccnc1-n1cncn1)c1ccc(F)cc1F,-6.582,-7.021
CNC(=O)c1c(C)cccc1Cl,-4.485,-5.471
COc1ccc2c(c1)nc(N)n2C,-4.93,-5.657
CC(C)c1nc(S(=O)(=O)NC2CCC3SCCSC23)c[nH]1,-6.9,-6.712
CN(C)Cc1ccccc1CO,-4.505,-5.028
O=C(O)C(C1CCC1)C1CCC1,-5.126,-5.017
CC(C)S(=O)(=O)CCN.Cl,-4.411,-4.65
COCCCCNC(=O)c1cn(-c2ccc(C)cc2)nn1,-6.068,-6.365
CCCn1c(CN2CCCC(C)C2)nc2c1c(=O)n(C)c(=O)n2C,-6.751,-7.218
CCCn1c(-c2ccc(C#N)cc2)csc1=Nc1ccc2c(c1)OCCO2,-6.926,-7.436
CC1(O)CCCC(C(F)(F)F)C1,-4.507,-5.257
O=C(O)c1cc(C=Cc2cc(Cl)c3c(c2)OCCO3)ncn1,-7.126,-7.929
O=C(O)c1cnn2ncccc12,-5.603,-5.673
COC1=NS(=O)N=C1OC,-3.969,-4.352
Cn1nnc2cc(CNCc3ccc(C#N)cc3)ccc21,-7.357,-7.606
CCNC(=O)C1CC2CCC1CC2,-4.57,-5.357
Cl.NCc1cc(Br)ccc1F,-5.188,-5.632
Cc1ccc(S(=O)(=O)NC2CC2)cc1C(=O)N(C)C,-6.166,-6.363
Cl.NC1(C2CC2)CCC1,-4.121,-4.654
Cc1ccc(C2COCCN2)cc1.Cl,-5.602,-5.924
O=C(O)CC1C=CS(=O)(=O)C1,-5.085,-5.055
CC1CC(=O)CCC1C(=O)Nc1nncs1,-6.07,-6.155
OC1CCC(NCc2ccco2)CC1,-5.525,-5.355
CC(=O)c1cccc(NC(=O)CSCc2ccccc2)c1,-6.535,-7.064
Cc1cccc2c1C(N)CCC2.Cl,-5.273,-6.092
O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)Cl)c1,-5.672,-5.989
CC(=O)c1cc([N+](=O)[O-])ccc1F,-5.267,-5.76
COc1ccc2oc(C(C)NC(=O)CC(C)(C)C(=O)O)c(C)c2c1,-7.124,-6.978
CC(C)(C)c1ccc(CO)cn1,-4.55,-5.251
Cc1cc2c(n1-c1cccc(C(F)(F)F)c1)CCCC2NC(=O)c1cnns1,-7.022,-8.362
CN(C)NC(=O)c1ccccc1N,-4.805,-5.169
Cc1nccc(C(=O)O)c1O.Cl,-5.597,-5.596
Cl.OCCN1CCCC(C(F)(F)F)C1,-5.107,-5.594
O=C(c1ccc(Cl)s1)N1CCSC1,-4.908,-5.751
CC(CCc1ccccc1)NC(=O)CSc1nnc(-c2ccco2)o1,-6.829,-6.838
Cl.Fc1cccc(Cl)c1CC1CNC1,-5.493,-6.23
O=C(O)C1CC1c1ccccc1F,-4.726,-5.782
O=C(O)CCNC(=O)c1cccs1,-4.995,-5.672
CNC(=O)COc1cccc(Cl)c1,-5.011,-5.661
CC(=O)Nc1cccc(C(=O)Oc2ccc(C(C)=O)cc2)c1,-7.277,-7.433
CNS(=O)(=O)CCOC,-4.322,-3.862
CNC(=O)c1cc(C)nc(O)c1,-5.115,-5.641
Cc1cc(N)c(C)cn1,-4.097,-4.665
Cc1cc(F)c(C2CC2)cc1N.Cl,-5.188,-6.16
Cc1nc2ccccc2c(C)c1C(=O)NC1CCN(c2cccc(Cl)c2)C1=O,-8.026,-7.784
Cc1cc(C)cc(NC(=O)CCl)c1,-4.939,-5.487
CCNC(=O)Nc1cccc(NC(=O)c2cc(Cl)ccc2OC)c1,-6.995,-6.987
CNC(=O)Cc1cccc(Cl)c1F,-4.739,-5.771
C#CCNC(=O)Nc1cc(C)on1,-5.353,-5.43
Cc1cccc(NC(=O)CC#N)c1C,-5.236,-5.763
Nc1c(F)cc(F)c(F)c1C(=O)O,-5.861,-5.763
CC1CN(c2nc3ccccc3[nH]2)CC1N1CCOCC1,-6.507,-7.103
COC(=O)c1ccc(COC(=O)c2cc(F)c(F)cc2Cl)cc1,-6.671,-7.264
Cl.Cl.O=c1[nH]ncc2c1CCNC2,-6.466,-6.24
C=CCNC(=O)CCl,-3.593,-3.858
NCC(O)c1ccc(F)cc1F,-4.58,-5.31
Cl.Cn1cnc2c1CC(C(=O)O)CC2,-5.811,-6.296
CC(N)c1c(Cl)ccc(F)c1Cl,-4.447,-5.445
Brc1cnc2cc(Br)cnc2c1,-4.56,-5.172
CCN1CCCC1C1CCCN1C(=O)CS(=O)(=O)CC,-6.044,-5.945
N#Cc1cnccc1NCC1CCC2(CC1)OCCO2,-6.353,-7.091
Cc1c(Br)ccc(CN)c1F.Cl,-4.929,-5.675
Cc1cc(C2CCCN(C(=O)C3CCCC(C(F)(F)F)C3)C2)n[nH]1,-7.116,-7.981
NCCCc1ccccn1,-4.117,-4.809
CNc1ccc(C(=O)OC)nn1,-5.105,-5.124
CC(C)C(C)NC(=O)C1CSCN1.Cl,-5.194,-5.786
O=C(CSc1ccc(Br)cc1)NC12CC3CC(CC(C3)C1)C2,-6.235,-6.645
NC(=O)CCc1ccc(F)c(F)c1,-5.238,-5.731
Cc1nn(Cc2cc(-c3cnn(C)c3C)no2)c(=O)s1,-6.505,-6.819
Cc1noc(C(C)N2CCCCCC2)n1,-5.382,-5.975
CC(C)(N)c1ccccc1Br,-4.636,-5.268
Cc1ccccc1C(C#N)C(C)C,-5.589,-5.689
O=C(c1ccccc1)C(O)O,-5.326,-5.05
COc1ccc2nc(S)[nH]c2n1,-4.632,-4.917
C#Cc1ccc(OC)c(OC)c1,-4.469,-5.212
O=C(CCc1ncc(-c2c(F)cccc2F)o1)Oc1ccc2c(c1)OCO2,-7.577,-8.338
O=C(NCc1ccc(F)cc1Br)c1cnns1,-6.13,-6.173
OCn1cc(Br)cn1,-4.36,-4.154
COc1ccc(OC)c(C(=O)Cn2cnc(C#N)n2)c1,-6.257,-6.653
CS(=O)(=O)NCc1ccc(Br)s1,-4.611,-4.727
CC(C)(O)c1cccc2c1CCN2,-5.218,-5.94
Clc1ncc(C2CC2)c(Cl)n1,-4.146,-5.044
CC(=O)CCc1ccc(Cl)s1,-4.405,-4.79
O=C(O)c1cccc(Cl)n1,-4.783,-4.975
CNS(=O)(=O)c1ccc(Br)c(C(=O)Nc2nc3ccc(C)cc3s2)c1,-7.235,-7.846
CC1CCNCCO1.Cl,-4.236,-4.661
O=C(O)CCn1cnnn1,-5.001,-4.651
Cc1cc(C)c(Br)cc1N,-4.357,-5.166
COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)cc1[N+](=O)[O-],-8.094,-7.147
Cl.Nc1[nH]ncc1F,-4.916,-4.725
Cl.Cl.NCCCCc1ccncc1,-5.196,-6.249
Cc1cnn(C(C)C(C)NC2CC(C)OC2=O)c1,-5.953,-5.983
Cl.NCCc1ccc2c(c1)CCO2,-4.758,-5.718
Cn1ccc(CC#N)n1,-4.199,-4.522
Cl.OCc1ncc(C(F)(F)F)[nH]1,-5.574,-5.494
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1Cl,-6.768,-7.821
COc1ccc(OC(=O)C=Cc2cn(Cc3ccccc3)nn2)cc1,-7.002,-7.32
Nc1c(C(=O)Nc2cccc(N3CCOCC3)c2)cc(F)cc1[N+](=O)[O-],-7.592,-7.773
Cc1cc(I)cn(CC#N)c1=O,-4.858,-5.166
Cc1csc(SC(C)C(N)=O)n1,-4.722,-5.169
CCNC(=O)c1cccc(Cl)c1,-4.593,-5.584
Cc1ccc(Cl)cc1NC(=O)c1cc(-c2ccco2)nc2onc(C)c12,-7.173,-7.869
CCCCN(C)C(=O)CCc1nc2ccccc2c(=O)[nH]1,-6.749,-6.4
COC(=O)c1cccc(OC)c1,-4.9,-5.367
COC(=O)c1c(CSc2cccc(OC)c2)nc2ccccc2c1C,-7.002,-7.48
O=C(OCc1cccc(C(F)(F)F)c1)c1cnc2sccn2c1=O,-6.936,-7.424
O=C(O)CNC(=O)c1ccc(Br)cc1,-5.571,-6.21
CCNC(C)C(F)(F)F.Cl,-4.765,-4.987
CC1(C(=O)O)CCCOC1,-4.699,-4.415
OCc1cc2cnccc2o1,-4.876,-5.1
COc1ccc([N+](=O)[O-])c(C)n1,-4.894,-5.31
Fc1cc2c(cc1Br)CCCN2,-5.082,-5.812
CC(C)(C)CC(C)(C)NC(=S)NC(=O)c1ccco1,-5.6,-5.847
CCOc1ccc(CCNC(=O)c2c[nH]c(=O)c3ccccc23)cc1OCC,-6.859,-7.285
NC1CCCC2OCCC12,-4.39,-5.215
C[C@@H](O)c1ccc2c(c1)CCCC2,-5.295,-6.147
CCCn1c(=O)c2c(nc3n2CC(C)=NN3Cc2ccccc2C)n(C)c1=O,-7.863,-8.026
O=C(NO)C12CCC(CC1)C2,-5.414,-5.253
Cn1ncc2c1CCC(=Cc1ccc(C(=O)O)cc1)C2=O,-6.828,-7.784
O=C(OCc1nc2ccccc2s1)c1cncn1-c1ccc(F)cc1,-7.087,-7.197
Cl.O=C1CCCN1C1CNC1,-5.013,-5.261
Cc1nn(C)cc1C(=O)O,-4.818,-5.096
CN1CCOc2cccc(N)c21,-4.755,-5.514
CN1CC(=O)N(C(C)(C)C)C1=O,-4.511,-5.097
Cn1cnc2ccc(N)cc2c1=O,-5.243,-6.0
O=C(O)c1ccc(CO)cc1F,-5.365,-5.513
O=C(O)CNC(=O)CC(F)(F)F,-4.752,-5.245
O=[N+]([O-])c1ccc2c(O)ncnc2c1,-5.512,-6.108
COCC(C)NC(=O)c1cnn(C)c1,-4.682,-5.173
Nc1nncn1-c1ccccc1,-5.09,-5.463
C1CSCCN(CC2CCOC2)C1,-4.621,-4.997
Cl.NN1Cc2ccccc2C1=O,-5.271,-5.674
CC(C)(C)C1CC(N)(C(=O)O)C1.Cl,-5.142,-5.581
NC(=O)c1cccnn1,-5.065,-5.038
COCCOc1ccc(Nc2ncnc3c2cnn3CCO)cc1,-6.651,-6.445
CN(C)C1=NC(=N)CS1.Cl,-4.272,-4.924
O=[N+]([O-])c1ccc2c(Br)c[nH]c2c1,-5.532,-5.821
CCNC(C)c1cccnc1,-4.433,-4.837
CCC(N)Cc1ccccc1,-4.348,-4.827
O=c1c([N+](=O)[O-])c(NCCNc2cccc3ccccc23)nc2ccccn12,-8.065,-8.485
N=S(=O)(CCO)c1ccccc1,-4.984,-4.95
CC(C)CCN1CC2=C(C1=O)C(c1ccc(O)cc1)NC(=O)N2,-6.765,-7.593
CCOC(=O)c1cccnc1Oc1ccc(C#N)cc1OC,-6.194,-6.541
C#CCNC(=O)c1cccnc1,-4.939,-5.32
NC(=O)c1cccc2ccsc12,-5.508,-5.965
Cl.OCC1COCCN1,-4.471,-4.362
COC(=O)C1OC12CCOC2,-4.602,-4.854
O=C1CCc2cc(C(=O)OCc3cc(Cl)c4c(c3)OCO4)ccc2N1,-8.104,-8.233
COc1cccc(-c2cc(NC(=O)c3cncc(F)c3)n(C)n2)c1,-7.177,-7.79
N#Cc1ccc(N2CCOCC2)nc1,-5.467,-5.513
O=C(COC(=O)C=Cc1ccc(F)cc1)Nc1ccc2[nH]c(=O)[nH]c2c1,-7.825,-7.715
Nc1nnc(O)[nH]1,-4.479,-4.135
Cc1ccc(OC(=O)C2=NN(C3CCS(=O)(=O)C3)C(=O)CC2)cc1,-7.402,-7.953
O=C(CBr)c1cc2cc(Cl)ccc2o1,-5.227,-5.863
N#Cc1ccc(CS(=O)(=O)Cl)cc1,-5.111,-5.335
COc1ccc(Br)cc1-c1nnc2n(C)c3c(=O)n(C)c(=O)n(C)c3n12,-7.116,-7.408
CC(C)c1nn(C)cc1C#N,-4.717,-5.101
O=C1CN(C(=O)Nc2cccc(Br)c2)CCN1,-6.481,-6.421
Cc1ccc(-c2cc(C(=O)Nc3ccc(CC#N)cc3)c3c(C)noc3n2)s1,-7.384,-7.395
N#Cc1ncc(Br)cn1,-3.916,-4.576
CC1CCCCN1S(=O)(=O)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,-6.835,-7.066
O=C(NCc1ccnc(N2CCCC2)c1)c1cnc(-c2ccccc2)s1,-7.358,-7.781
O=C1CCSc2ccc(Br)cc21,-5.071,-5.274
CC(=O)c1c[nH]c(C(=O)OCc2ccc(Br)s2)c1,-5.985,-6.277
CC(=O)Nc1ccc(Nc2ccc3nnc(C(F)(F)F)n3n2)cc1,-7.249,-8.013
CN(CCN1CCOC1=O)C1Cc2ccccc2C1O,-6.829,-6.668
Cc1nc(C(=O)NCc2ccccc2CN(C)C)nn1-c1ccc(F)cc1,-6.978,-7.437
Cl.NCCC1CCc2ccccc2C1,-5.206,-6.36
O=C(NCCCNS(=O)(=O)N1CCCC1)c1ccccc1,-6.263,-7.145
CCOCCn1c(SCC)nc2c1c(=O)[nH]c(=O)n2C,-5.273,-6.12
COc1ccc(-c2ccc(C)c(NC(=O)c3csnn3)c2)cn1,-6.515,-6.91
FC1=CCCN(CC2CCOC2)C1,-4.693,-5.41
Cc1csc2c(Br)cccc12,-4.499,-5.517
CC(C)(C(=O)O)C1CCCO1,-5.059,-4.924
Cc1nc(-c2ccc(Cl)s2)cs1,-4.682,-5.031
c1ccc(-c2nnc(CSc3nc4ccccc4n3-c3ccccc3)o2)cc1,-7.307,-7.887
O=C(CN(Cc1ccsc1)C1CC1)N1CCNC1=O,-5.372,-5.884
COC(=O)c1cccc(OCC(O)CN(C)Cc2ccc(C(F)(F)F)cc2)c1,-6.621,-6.582
Cc1ccc(Cl)c(S(=O)(=O)Cl)c1,-5.198,-5.347
CNC(=O)NCc1ccon1,-5.437,-4.93
CC(NC(C)c1cccc(C#N)c1)c1ccc(NC(=O)c2ccncc2)cc1.O=C(O)C(F)(F)F,-8.094,-9.696
N#Cc1c[nH]c(=O)c2sccc12,-5.29,-5.846
CCn1c2c(c(=O)[nH]c1=O)C(c1cccs1)C1=C(CCCC1=O)N2,-6.647,-7.047
Cc1nccn1-c1ccc(CNCc2c(F)cccc2F)cn1,,-7.033
CN(C)S(=O)(=O)c1cccc(C(=O)Oc2ccc(F)cc2Cl)c1,-6.642,-7.253
Fc1cccc2cc(Br)cnc12,-4.857,-5.8
CCOc1ccc(C(=O)COC(=O)c2cc(=O)[nH]c3ccccc23)cc1,-7.953,-7.002
CC(N)Cn1cncn1,-3.706,-4.396
CCC(CO)Nc1ccccc1,-4.627,-4.804
O=C1NCCNc2ccsc21,-5.116,-5.14
Cl.Clc1ccc(C2=CCNCC2)cc1,-5.913,-6.139
COc1ccc(C(=O)NCC(=O)OCC#N)cc1,-5.557,-5.921
Cc1nn(CC(F)F)cc1C(=O)O,-4.75,-5.405
Cc1ccc2nc(COc3cccc(C(=O)Nc4cccnc4)c3)cn2c1,-7.964,-7.89
CC(C)Oc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,-6.439,-6.96
NC1(CO)CCOCC1,-4.487,-4.267
COc1cc(CNCc2cc(OC)c3c(c2)OCO3)cc(OC)c1,-6.427,-6.775
CC(C)S(=O)(=O)C(C)C(=O)Nc1nc2ccccc2[nH]1,-6.508,-6.365
Cc1ncsc1C(=O)N(C)C,-4.173,-4.497
CC(C)NCc1ccccc1F,-4.461,-5.232
OCCNc1ccc2ccccc2n1,-5.447,
CC(C)Cn1c(CN2CC(C)CC(C)C2)nc2c1c(=O)n(C)c(=O)n2C,-7.037,-7.222
CC(=O)NCCCS(=O)(=O)c1ccc(Br)cn1,-5.77,-5.722
Cl.Cl.NCCc1nnc(C2CCCO2)[nH]1,-5.655,-6.098
CN(C)S(=O)(=O)c1ccc(C(=O)OCc2cnn(-c3ccccc3)c2)cc1,-7.273,-7.403
Cc1ccc(-c2nc(C(=O)NCCCN3CCCC3=O)cs2)o1,-6.878,-7.074
O=C(NCC1CCOC1)c1csc(Cc2ccccc2)n1,-6.461,-7.188
COC(=O)Cn1cnc(N)n1,-4.937,-4.629
ON=C1CCC2CCCC1C2,-5.223,-5.279
CCC(C)c1csc(C(C)N)n1.O=C(O)C(F)(F)F,-6.311,-7.472
Nc1ccc(Br)cc1-c1nnn[nH]1,-5.754,-6.193
O=C(C=Cc1cc2c(cc1[N+](=O)[O-])OCO2)Nc1ccc(OC(F)(F)F)cc1,,-8.304
O=S(=O)(Nc1ccc(-n2cnnc2)cc1)c1c(Cl)cc(Cl)cc1Cl,-7.183,-7.146
CC1CCCCN1C(=S)NC(=O)c1ccccc1Cl,-6.156,-6.312
CC(C)NC1CCNCC1,-4.216,-4.476
Cc1ncsc1CN1CCCC12CCOC2,-5.26,-5.652
CC(O)CNc1nc2ccccc2n1Cc1noc(-c2ccoc2)n1,-6.959,-7.977
CC1C(=O)NC(=O)C1C,-4.912,-4.588
N#Cc1cc([N+](=O)[O-])ccn1,-5.223,-5.234
O=C(O)CC[C@H]1CCCO1,-4.584,-4.724
COCCN1C(=O)C(=O)N(Cc2nc(-c3ccc(F)cc3)no2)C1=O,-7.074,-7.312
COc1cc2c(cc1O)C(=O)CC2,-5.444,-5.873
O=C(O)Cn1ncnn1,-4.833,-4.609
COc1nn(C(C)C)cc1N.Cl,-4.911,-5.322
NCC1(CN)CCCCC1,-4.232,-4.479
CCC=C(C)C(=O)NCCCc1nc(C(C)C)no1,-5.979,-6.171
Cc1c(C(=O)NC2CCCc3[nH]c(=O)ccc32)oc2c(C)cccc12,-8.475,-8.599
CN(C)C(=O)N[C@H]1CC[C@H](O)CC1,-4.98,-5.392
COC(C)C(=O)NS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F,-6.645,-7.018
O=C(C1Cc2ccccc2O1)N1CCN(Cc2cscn2)CC1,-6.765,-7.04
CS(=O)(=O)c1cc(NC(=O)c2cccnc2)ccc1Cl,-6.751,-6.989
O=C(O)C1CCC2CC2C1,-4.839,-5.12
CNC(=S)Nc1ccc(Br)c(C)c1,-4.564,-5.335
CC(C)(C)C(=O)CC#N,-3.913,-4.273
CC(C)N(C)C(=O)C1CSCN1.Cl,-4.778,-5.023
Nc1cnc(-c2ccccc2)o1,-5.148,-5.501
O=C(COc1ccc2oc3ccccc3c2c1)Nc1c(Cl)cccc1C(F)(F)F,-8.225,-8.908
CC(Sc1nnnn1C1CC1)C(=O)N1CCCc2ccccc21,-7.336,-7.58
Cc1ccc(COC(=O)C(=Cc2ccc(F)cc2)c2cccs2)cc1,-5.935,-6.997
CNC(C)c1ccccn1.Cl.Cl,-5.286,-5.822
CC(C)CC(C)n1nccc1N,-4.724,-5.0
CC(C)CCNCCC(C)C,-3.769,-4.584
CCSc1ccc(CC(=O)O)cc1,-5.157,-5.586
COC(=O)CC(C)N1CCNCC1,-4.727,-5.328
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cccc(C#N)c1,-7.741,-7.486
CN1CCNc2ccc(O)cc21.Cl.Cl,-5.715,-6.654
Br.Oc1ccc(F)c2cccnc12,-5.615,-6.352
COC(=O)c1c(F)cccc1Br,-4.578,-5.372
O=C(O)c1cc(Br)cc2cn[nH]c12,-5.979,-6.305
C1COC(CC2CC2)CN1.Cl,-4.768,-5.177
CNC(C)c1c(C)nn(C)c1C.Cl,-4.599,-5.78
N#CC1CSc2ccccc2O1,-4.744,-5.538
NCc1cnn(Cc2ccccc2)c1,-4.966,-5.689
CC(=O)Nc1cc(NCc2cnc3nc(C)cc(C)n23)ccc1Cl,-7.387,-7.719
C1CNCC2(C1)CCCOC2,-4.92,-4.948
CC(C)(C)OCCCC(=O)O,-4.313,-4.86
O=C(O)c1ccc(Cl)nc1,-4.691,-5.076
O=S(=O)(Cc1ccccc1)NCc1ccc(COCC(F)(F)F)cc1,-6.332,-6.854
O=C(NS(=O)(=O)c1ccc(Cl)s1)c1ccn2cncc2c1,-6.856,-7.262
C#CCNC1CCCc2ccccc21.Cl,-5.532,-6.921
CC(C)(N)c1ccc(Cl)c(Cl)c1,-4.658,-5.285
O=C(c1cccs1)N1CCN(Cn2cc(Cl)cn2)CC1,-5.888,-6.39
O=C(C=Cc1ccc(Cl)s1)c1ccc(F)cc1,-6.018,-6.231
C=CC(=O)Nc1ccc2c(c1)OCO2,-5.143,
CCC(CC)(CC)C(=O)O,-4.384,-4.301
O=C(OCc1csc(-c2ccccc2Cl)n1)C1(O)CCCCC1,-7.0,-7.404
CO[C@@H]1CCNC1.Cl,-4.028,-4.201
O=C(OCc1cc(Cl)c2c(c1)OCCO2)c1cccc(S(=O)(=O)N2CCCC2)c1,-7.96,-8.208
CC(=O)OCC(CO)OC(C)=O,-4.65,-4.819
c1ccc(Cn2cnnn2)cc1,-5.471,-5.53
CC(C)NC(=O)NC1CCNCC1.Cl.Cl,-5.706,-6.096
Oc1cc(C(F)(F)F)nc(O)n1,-5.244,-5.474
C[C@H](CO)NCc1ccccc1,-4.917,-5.269
N#Cc1c(N)nc2n1CCC2,-4.765,-5.452
CCn1nc(C(=O)O)c(I)c1C,-4.881,-5.331
O=C(NCc1ccccc1)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)oc2c1,-8.008,-9.118
OCCSc1ccc(Br)cc1,-4.425,-4.925
O=c1cn[nH]c(S)n1,-4.319,-4.117
Cc1ccccc1CNCc1cc2ccccc2[nH]1.Cl,-6.933,-6.879
CC(=O)Nc1c(C)cc(O)cc1C,-5.151,-5.671
Cc1cc(Br)cc(I)c1N,-4.305,-4.677
Cl.O=S1(=O)CCC(NCCO)C1,-5.477,-5.431
O=C(O)C(=O)Cc1ccc(Cl)c(Cl)c1,-5.667,-5.666
Cl.Cl.NCCCn1nccc1C1CC1,-5.29,-5.817
N#CCOC(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,-7.801,-7.053
Cn1cc(Cl)cc1C(=O)Nc1cccc(S(=O)(=O)C2CCCC2)c1,-7.084,-7.938
CCC(OC(N)=O)C1CCCCC1,-4.78,-5.497
N#Cc1ccc(S(N)(=O)=O)cn1,-5.327,-5.18
Cl.Nc1ncc(C2CCC2)o1,-4.735,-5.642
Cl.Cl.NCc1cncc(Cl)c1,-4.485,-4.938
CC(C)C(=O)Nc1ccccc1F,-5.01,-5.54
Cc1csc(=O)n1CC(=O)OCc1cc(Cl)c2c(c1)OCO2,-6.499,-7.183
CC(C)Cc1nc(C(=O)O)c[nH]1.Cl,-5.572,-5.924
NCc1ccsc1-n1cccc1,-4.272,-5.096
Cc1ccnn1-c1cccc(Br)c1,-5.005,-5.726
Cc1ncncc1C(=O)NS(=O)(=O)c1ccc(C(C)(C)C)cc1,-7.284,-7.083
O=C(O)C1CN(c2ccccc2)C1,-5.526,-5.94
Cc1c(N)cc(C(N)=O)cc1F,-5.23,-5.82
O=C(NCC1CN(C2CC2)CCO1)c1ccn(-c2cccc(C(F)(F)F)c2)n1,-7.719,-8.061
C1COCCN(C2CCNCC2)C1.Cl.Cl,-5.603,-6.288
CC(NC(=O)c1nc(=O)[nH][nH]1)c1ccc(Oc2ccccc2)cc1,-7.553,-7.664
O=C1CCCOc2ccccc21,-5.224,-5.97
O=C(CSc1nc2c(cnn2-c2cccc(Cl)c2)c(=O)[nH]1)N1CCOCC1,-7.955,-8.244
CC(C)C1(C(C)C)OCC(CO)O1,-4.544,-5.169
COC(=O)c1ccoc1COC(=O)c1cc2c(cc1[N+](=O)[O-])OCO2,-7.259,-7.039
N#Cc1cc(F)c(Cl)cc1F,-4.711,-5.714
Cn1nnc2cc(N)ccc21,-5.063,-5.62
N#CC1CCCO1,-4.279,-3.835
NC1CCCCC1CC1CCCC1,-4.591,-5.606
Cl.O=C(O)c1cnc2c(c1)NCCO2,-5.6,-6.035
C[C@@H](O)c1cccc(Br)c1,-4.594,-5.097
COC(=O)CSc1ccnc(Cl)n1,-4.809,-4.934
CCCCCC1NC(C(=O)O)CS1,-4.829,-4.871
CC(C)C(CC1CCCC1)C(=O)O,-5.111,-5.24
Br.COc1cc(Br)c(CCN)cc1OC,-4.81,-5.61
Cc1cn(C)c2c1C(=O)CCC2,-4.881,-5.667
Cc1occc(=O)c1OCC(=O)O,-5.065,-5.138
CNc1nc(C)cc(C(=O)NC(CO)Cc2c[nH]c3ccccc23)n1,-7.027,-7.718
