SMILES,sars,mers
Cc1nn(C)c(Nc2cccc(Cl)c2Cl)c1Br,-5.746,-6.34
CC(C)=CCCC(=O)O,-4.428,-4.487
CC(Sc1ncnc2c1CCC2)c1ccc(OC(F)(F)F)cc1,-6.715,-7.582
COCC(N)Cc1ccccc1,-4.242,-4.836
Cl.N#CC(N)c1ccc(Cl)c(Cl)c1,-5.113,-5.73
O=C(O)CCCc1ccc(Cl)cc1,-5.263,-5.809
Cl.O=C(O)CCN1CCC(O)CC1,-5.33,-5.687
CCS(=O)(=O)c1nncn1C1CC1,-5.375,-5.135
O=C(COc1ccc(C(=O)c2ccc(F)cc2)cc1)c1ccc2c(c1)OCCO2,-7.888,-8.692
CS(=O)(=O)c1ccc(CN)cc1Cl.Cl,-5.507,-5.674
O=c1[nH]c(Cc2ccncc2)no1,-5.731,-5.763
Cc1nn(CCO)c(C)c1Br,-4.726,-4.708
NCCCn1cccc1,-3.639,-4.187
CC(CCO)NC1CCCSC1,-4.329,-4.704
Cc1cc2ccccc2n1CC(=O)OCc1ccc([N+](=O)[O-])cc1,-6.666,-6.805
CCc1cc(SC#N)ccc1N,-4.577,-5.246
CC1CC(N2CCCC2)CN1c1nc(-c2ccc(F)cc2)cs1,-7.414,-7.397
N#CC1=C(N)N(c2ccccc2Sc2ccccc2)C(=O)C1,-6.25,-6.765
NC1(c2nn[nH]n2)CCCC1,-5.468,-5.228
Cc1cn2c(n1)CNCC2,-4.742,-4.833
Cc1nc2ccccc2n1CO,-4.954,-5.537
CNC(=O)c1n[nH]c(C)c1C,-5.124,-5.491
CC(C)(CC(=O)O)c1ccccc1,-4.956,-5.667
C#CCNC(=O)C1CCCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-6.937,-6.73
COc1ccc(F)cc1Cn1ncc(Cl)c(Cl)c1=O,,-6.766
COCCNC(=O)NOCC(N)=O,-4.949,-4.995
CN=C(N)NCCCC(C)C.I,-4.785,-5.613
Cc1oncc1CNC(=O)CCl,-4.699,-5.055
CS(=O)(=O)NCCc1ccc(-c2csc(N)n2)s1,-5.855,-6.323
CCc1nccn1C(C)CC(=O)O.Cl,-5.14,-5.328
CNS(=O)(=O)c1cc(NC(=O)c2sc(-c3ccsc3)nc2C)ccc1C,,-7.193
CC(=O)N1CCN(C(=O)Nc2ccc(Br)cc2F)CC1,-6.148,-7.151
C1CNCC2(C1)COCCO2.Cl,-5.074,-5.287
O=c1[nH]c(CN2CCCC(C(F)(F)F)C2)nc2ccc(Cl)cc12,-6.867,-7.567
COc1cc(C)c(NC(=O)c2cc3ccccc3o2)cc1OC,,-7.306
C=C(C)CSc1nnnn1-c1cccc(NC(C)=O)c1,-5.83,-6.242
CCS(=O)(=O)NC(=O)c1cnc(C)nc1C(C)C,-5.363,-5.504
Cc1cccc(=O)n1CCCCN,-4.664,-5.086
CC(C)C(C(=O)O)N1CCOCC1,-5.229,-5.365
CCOC(=O)C1CCCCCC1=O,-4.772,-5.235
C=C(C)CNC(=S)Nc1cc(C#N)ccc1C,-5.489,-5.633
CC(=O)Nc1c(Cl)cccc1Cl,-4.501,-5.331
O=C1NC(=O)C2(CCS(=O)(=O)C2)N1,-5.679,-5.649
Cl.Cn1nc2n(c1=O)CCNC2,-5.166,-5.515
Cc1c([N+](=O)[O-])cnn1C,-4.664,-4.661
CC(C)Nc1ccc(CN)cc1.Cl.Cl,-5.589,-6.154
CC#CC(=O)NCC1CCN(C(=O)c2ccccc2)CC1,-6.136,-7.073
O=C(COC(=O)C1=COCCO1)Nc1ccc(F)cc1,-6.466,-7.083
N#CC1(c2ccccc2Br)CC1,-5.223,-5.554
Cn1ncc(C#N)c1S(N)(=O)=O,-5.543,-5.473
Sc1nc2cccc(Br)c2s1,-4.365,-5.266
COCCCS(=O)C1CCOC1C,-4.624,-4.799
O=C(O)CSc1c[nH]nn1,-5.082,-4.774
CC(C)(CCO)c1ccccc1O,-5.177,-5.55
O=C(O)CCC(=O)c1ccc(F)cc1,-5.483,-6.269
Nc1cc(Br)cc(F)c1O,-5.001,-4.727
Cc1cccc(OCc2nnc3n2-c2ccccc2SC3)c1,-6.794,-7.585
COC(=O)c1cc(COC(=O)c2cc(Br)c[nH]2)oc1C,-6.598,-6.573
CCc1ccc(Nc2nc3cc(S(=O)(=O)CC)ccc3o2)cc1,-6.799,-6.995
C[C@H](N)c1ccccc1Br.Cl,-4.267,-5.174
CCOC(=N)CSC.Cl,-3.856,-4.406
CN(CC(=O)NC1CC1)c1ncnc2cc(Cl)ccc12,-6.227,-6.467
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3cc(Cl)sc3Cl)cs2)cc1,-7.053,-6.593
CC(C)n1ncc2cc(N)cnc21,-4.834,-5.668
Nc1nc2cccc[n+]2s1.[Cl-],-4.877,-5.554
COc1ccc(C#N)c(F)c1,-4.708,-5.272
CC(C)(C)C(=O)CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,-6.432,-6.262
CCc1ccc(S(=O)(=O)N2CCC(C(=O)c3ccc(OC)cc3)CC2)cc1,-7.386,-7.407
O=C(OCc1cc2ccccc2o1)c1ccc(S(=O)(=O)C(F)F)cc1,-7.543,-7.787
Cc1ccc(F)c(NC(N)=S)c1,-4.722,-5.228
Cc1cc(Br)ccc1SCC(=O)OCC(=O)c1ccc(Cl)cc1Cl,-6.641,-6.53
C=C(Cl)CN(C)Cc1ccsc1,-3.919,-4.401
CNC(C)c1cccc(O)c1.Cl,-4.848,-5.617
Cc1cccc2c(O)cccc12,-5.382,-6.159
COc1cc(CN2CCN(C(=O)c3c(F)cccc3Cl)CC2)ccn1,-7.313,-8.053
O=C1CCCC(n2nccn2)C1,-4.794,-5.452
CCNCCOc1ccc(Br)cc1.Cl,-4.939,-5.983
O=S(=O)(c1ccc2oc(Nc3ccc(F)c(Cl)c3)nc2c1)N1CCOCC1,-7.5,-7.776
O=c1oc(-c2ccccc2)nc2sc3c(c12)CCCC3,-6.782,-7.745
C#CCOc1cccc(C)c1,-4.873,-5.373
O=C(Nc1cc(Br)ccc1Br)c1ccccc1[N+](=O)[O-],-6.569,-6.66
O=C(OCCOc1cccc(Cl)c1)c1cc2ccccc2oc1=O,-7.296,-6.408
CSc1cc(Br)ccc1C(=O)O,-4.861,-5.46
COC(=O)c1sc(CO)nc1C,-4.533,-5.107
Cl.NC1COc2c(Cl)cc(Cl)cc21,-5.023,-5.75
Cl.Nc1ccnn1CC(F)(F)F,-5.147,-5.851
O=C1NC2(CCOCC2)C(=O)N1CC1CCC1,-5.723,-5.913
O=C(O)c1n[nH]c2ccc(F)cc12,-5.831,-6.129
COc1cccc(Br)c1CN.Cl,-4.699,-5.786
O=C(Nc1ccccc1)N1CCC(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,-7.137,-7.153
CC(=O)Nc1cccc(CN)c1,-4.725,-5.327
O=C(c1[nH]c2ccc(F)cc2c1Cl)N1CCSCC1,-6.055,-6.905
Clc1cccc2c(Cn3cnc(-c4ccccn4)n3)csc12,-7.062,-7.997
CC(C)(C)c1ccc(C#N)c(=O)[nH]1,-5.399,-5.284
O=C(O)CCCCCBr,-3.953,-4.303
O=C(Cn1nnn(-c2ccccc2)c1=O)c1ccc(C(F)(F)F)cn1,-7.488,-7.579
C=CC(=O)Nc1ccccc1C,-4.653,-5.293
O=c1[nH]ccn2cccc12,-5.037,-5.062
CNC(=O)c1cccc(N)c1C,-4.86,-5.481
O[C@H]1C[C@H]2CC[C@@H](C1)N2,-4.522,-4.501
Brc1cccc2c1CNCCO2.Cl,-5.025,-6.087
Nc1nc2ccc(Br)cc2s1,-4.774,-5.193
Cn1cccc(NC(=O)c2ccc(-c3noc(C(F)F)n3)cc2)c1=O,-7.068,-7.673
CC(=O)NC1(C(=O)O)CCCCC1,-5.634,-5.52
COC(=O)CN1CCC(C(N)=O)CC1,-5.158,
O=C(NCc1cccs1)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,-7.219,-7.505
N#Cc1ccc(C=C(Sc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1,-7.396,-6.682
Cc1c(-c2cccc(Cl)c2)nc2ccccc2c1C(=O)OC1CCOC1=O,-8.241,-8.158
Br.CN=C(NC)NCC1CCC1,-4.401,-4.988
O=C(CN1C(=O)CCOc2ccccc21)N1CCN(C(=O)C2CC2)CC1,-7.687,-7.978
Cc1cn2c(n1)CCC(NC(=O)C1(c3ccc(F)cc3)CCC1)C2,-7.275,-7.964
Cc1nc2ccc(C(=O)NCC3CN(C4CC4)CCO3)cc2n1C,-7.33,-7.316
CCc1ccc(C(=O)NC)s1,-4.371,-5.191
NS(=O)(=O)c1ccc(CCO)cc1,-5.226,-5.368
Cc1cccc(NC(=O)CCN2C(=O)CCC2=O)c1C,-6.804,-6.932
Cn1cc(C(=O)NCc2ccsc2Br)cn1,-5.434,-6.182
CC(C)(C)c1csc(C2CCN(C(=O)Cc3cncnc3)CC2)n1,-7.136,-6.946
Cc1cccc(C(O)c2nnc(-c3ccccc3)o2)c1,-6.731,-7.511
C#CCNC(=O)Cn1cc([N+](=O)[O-])cn1,-5.523,-5.718
C[C@@H](O)C1CCOC1,-4.408,-4.113
S=c1cc[nH]cn1,-4.032,-3.795
CCCSc1cccc(CO)c1,-4.454,-5.136
CNCCCN(C)C,-3.381,-3.426
COCC1CCN(S(N)(=O)=O)CC1,-4.897,-5.19
O=C(Cc1noc2ccccc12)N1CCc2[nH]c3ccccc3c2C1,-7.979,-9.029
CCn1cc(NC(=O)CCl)c(C)n1,-4.632,-5.018
CNC(C)(C)C#N,-4.006,-3.573
Cc1csc2ccc(CO)cc12,-4.929,-5.521
O=C1CCN(c2cnccn2)CC1,-5.064,-5.241
COC(=O)c1ccc(N2CCCC2)c(NC(=O)c2ccc(Br)cc2F)c1,-6.981,-6.785
Cl.O=C(O)CCc1cncc(Br)c1,-5.469,-6.074
CC(O)CNCC(C)(C)C.Cl,-4.625,-4.968
N#Cc1ccc2c(c1)NCC2,-4.991,-5.527
O=Cc1c[nH]c2cc(Cl)ccc12,-5.498,-5.727
Cl.NC(=O)CC1CNC1,-4.523,-4.507
N#CCSc1nnc(C=Cc2ccc(F)cc2)[nH]1,-5.506,-6.09
Cc1cccc(OCCC(=O)O)c1C,-5.353,-6.03
Cc1cc2oc(=O)cc(COC(=O)c3sc4ccccc4c3Cl)c2cc1C(C)C,-8.0,-7.927
N#Cc1ccc(NC(=O)C(=O)NCCCc2ccccc2)cc1Cl,-6.898,-7.834
Cc1noc(C)c1C(=O)NC(C)COc1ccc(F)cc1F,-6.559,-6.846
CC(C)(C)NC(=O)c1ccn(-c2ccc(F)cc2)n1,-6.531,-6.459
COc1ccc(F)cc1CCl,-4.238,-5.065
CC(N)C1(O)CCCCC1.Cl,-4.838,-4.989
CC(C)SCCN.Cl,-3.645,-4.229
CC(C)c1ccccc1OCc1nc2cc(Cl)ccc2[nH]1,-6.212,-6.99
Cc1ccccc1C(=O)C1CC1,-4.715,-5.512
Br.CCC(C)N1Cc2ccccc2C1=N,-5.652,
COC(=O)C1(NC(=O)c2cccc(C)n2)CCCCC1,-6.457,-6.468
Cc1ccc(-c2cc(C(=O)OCC(=O)c3ccc(F)cc3)c3ccccc3n2)cc1,-8.166,-7.938
O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2cccnc2N2CCCCC2)CC1,-7.399,-7.594
Cn1c(N[C@@H]2CCCN(S(=O)(=O)C3CC3)C2)nc2c(F)cccc21,-7.179,-8.086
c1ccc2oncc2c1,-4.691,-5.196
CC(C)(C)n1nnnc1SCC#N,-5.287,-4.967
C#CCCN(CC)CC.Cl,-3.927,-4.384
Cl.O=C(O)C1CCCCCCN1,-5.2,-5.606
COC(=O)C1CC2(CCNCC2)C1.Cl,-4.805,-5.661
Cc1nc2cc(C(=O)O)ccc2n1C.Cl,-6.068,
CCN1CCc2c(ncn2C)C1,-4.575,-5.401
Cc1csc(C(=O)O)c1C,-4.861,-4.795
CNCc1c[nH]nn1.Cl,-4.911,-5.072
Cc1cccc(CNc2cccc(Oc3cnccn3)c2)c1C,-7.239,-7.877
CCONC(=O)CC1CCCC1,-4.856,-5.095
O=C(Cc1ccc(Cl)s1)NC(CO)c1c(F)cccc1F,,-6.409
CCn1c(SC)nc2cnccc21,-4.556,-5.111
CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCN(C)CC4)ccc1c23,-7.105,-7.589
CN1CCN(CCCSc2nnc3sc4ccccc4n23)CC1,-6.43,-7.217
Cl.NCc1csc2ccccc12,-4.632,-5.562
CCCc1onc(C)c1C(=O)O,-5.028,-5.531
Nc1[nH]nc2c1COCC2,-5.201,-5.197
CC(=O)Nc1nnnn1C,-4.884,-4.831
COC(C#N)OC,-3.818,-3.504
CCOc1ccc(-n2c(SCC#N)nnc2-c2cccc(Cl)c2)cc1,-6.584,-6.463
N#Cc1ccccc1COC(=O)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,-7.361,-7.929
C=CCNc1ccccc1C(=O)O,-5.035,-5.488
O=c1[nH]c(=O)c2c(F)cccc2[nH]1,-6.222,-6.121
CN(C)C1(CNc2ncnc3c2cnn3C)CCCCCC1,-6.187,-6.645
OCC1CSc2ccccc21,-5.134,-5.379
CCNC(=O)c1c[nH]nn1,-5.034,-4.914
O=C(O)COCCOc1ccccc1,-5.238,-5.665
COC(=O)C(C)S(N)(=O)=O,-4.46,-4.331
Cl.Nc1ccc(CO)nn1,-5.448,-5.216
CCC(N)C(C)(C)O.Cl,-4.383,-4.421
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-5.701,-5.92
Cl.NC1(c2ccc(F)cc2)CCCC1,-5.485,-6.186
Cl.N=C(N)Cc1c(Cl)cccc1Cl,-5.672,-5.758
Cc1cc(C(=O)O)sc1Cl,-4.663,-4.648
Cc1ccc(C2CC(c3cccs3)=Nc3ccccc3S2)cc1,-7.519,-7.82
CCc1nnc(N)s1,-4.215,-4.023
CN(C)C1CCc2ccccc2C1,-4.997,-5.847
CC(C)(N)CCO,-3.68,-3.539
Cc1cc(=O)n2cnnc2[nH]1,-5.749,-5.629
COc1nc(C)cc(C)c1CN,-4.409,-5.255
O=C(O)Cc1cccnc1,-4.648,-4.808
CNC(=O)C1CCN(Cn2ncc3ccccc3c2=O)CC1,-6.904,-7.466
CNC(=O)C(O)c1ccccc1,-5.002,-5.857
O=C(Cc1ccc(F)cc1)Oc1cccc2ccccc12,-6.813,-7.286
CCc1ccc(C(=O)NCC(c2cccs2)N2CCOCC2)cc1,-6.658,-6.579
O=C(CCl)Nc1c(F)cccc1Cl,-4.806,-5.29
CNC(=O)CN(C)C(C)C1CC1,-4.028,-4.809
NC(=O)c1ccc(C(=O)Nc2ccc(N3CCSCC3)c(Cl)c2)cc1,-6.793,-6.998
CCN1CCN(C(C)CNC(=O)c2ccc(-c3cnco3)cc2)CC1,-6.848,-6.842
COCC(C)(N)CN,-4.044,-3.608
Cc1cccc(C)c1NC(N)=S,-4.424,-5.359
CNc1cccc(OC)c1.Cl,-4.396,-5.103
COC(=O)c1cccc(C(=O)O)n1,-5.127,-5.68
CN1CC(O)CNC1=O,-4.542,-4.48
CCC1CCNC1C(=O)O.Cl,-5.225,-5.409
CC(C)(C)SCCSc1ncc[nH]1,-4.132,-4.328
O=C(O)CC(CC(=O)O)C(=O)O,-5.646,-5.205
O=C(COC(=O)c1cc(=O)[nH]c2ccccc12)c1ccc(Br)s1,-7.386,-6.714
CC(=O)Nc1cccc(CO)c1C,-5.201,-5.429
Cc1sc2[nH]c(S)nc(=O)c2c1C,-5.199,-5.487
CCC(C)(N)c1nccs1,-4.145,-4.413
O=Cc1ccc(OCC(=O)O)cc1,-5.188,-5.431
O=C(O)CN1CCCC1=O,-4.887,-4.695
Cn1ncc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc21,-6.957,-7.356
O=C1COc2cc(Br)ccc2N1,-5.143,-5.478
CC1CCCCN1Cc1ccncc1,-4.695,-5.617
N#Cc1ccc(C(=O)C=Cc2cccc(C#N)c2)cc1,-6.673,-7.16
Cc1nc2sccn2c1C=O,-4.482,-5.015
COc1ccc(CCNC(=O)Nc2ccc(SC(F)F)cc2)cc1OC,-6.32,-6.99
COC(=O)CNCc1cccc(F)c1.Cl,-5.474,-5.831
C[C@@H](N)C(=O)Nc1cccnc1,-4.903,-5.059
Cc1ccccc1-c1nc(=S)o[nH]1,-5.184,-5.984
CC(C)(C)c1nnc(C(=O)[O-])[nH]1.[Na+],-0.971,-1.01
CC1Cc2cc(N)ccc2O1.Cl,-5.243,-6.006
COC(=O)CC[C@@H](N)C(=O)O,-4.569,-4.886
O=C1CCC2(CCCO2)CC1,-4.87,-5.46
COc1ccc(NC(=O)c2ccc(=O)n(-c3ccccc3)n2)cn1,-6.659,-7.418
CCOCn1cc(C#N)c(=O)c2cc(Cl)ccc21,-5.867,-6.32
O=C1NC2(CCN(C(=O)c3ccco3)CC2)Nc2ncccc21,-7.212,-8.14
O=C(NC(=S)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1,-6.624,-7.072
O=C([O-])c1ncn2c1CCCC2.[K+],-0.971,-1.01
Cc1cc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(Br)c(C)c3)C(C)C2)ccc1Br,-7.647,-8.067
O=C(NC1COc2ccccc21)c1cc(O)nc2ccccc12,-7.444,-7.89
CN(CCNC(=O)NCc1ccsc1)C1CCCC1,-5.795,-5.928
Cc1ccc(C=C(C#N)C#N)cc1,-5.543,-5.722
CCOCC1CCCCN1.Cl,-4.79,-4.963
O=C(COC(=O)c1cc2ccccc2oc1=O)Nc1ccc(F)cc1,-7.77,-7.716
CCOCCO[C@H]1CCNC1.Cl,-4.607,-5.201
COC(=O)c1ccoc1COc1cccc(S(C)(=O)=O)c1,-6.181,-6.619
COc1ccccc1-n1c(S)nc2scc(-c3ccccc3Cl)c2c1=O,-6.714,-6.824
CC(C)CCOc1cccc(N)c1,-4.487,-5.305
O=C(O)c1cccc(CCl)c1,-4.811,-5.28
CNS(=O)(=O)c1cc(N)ccc1O,-5.38,-5.432
Cc1nn(-c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)c(C)c1C,-7.318,-7.853
CN(C)Cc1ccccc1CNC(=O)c1cccnc1S,-6.119,-6.245
CC(C(=O)O)C(N)c1ccccc1.Cl,-5.527,-5.879
CN1CCC(N)C1c1ccccc1.Cl,-5.564,-5.709
Cl.O=C(O)C1(O)CNC1,-5.555,-4.96
O=Cc1ccc(-n2cncn2)cc1,-4.847,-5.326
CC#CCOc1c(C)cccc1C,-4.529,-5.727
Cc1c(F)c(F)c(N)c(F)c1F.Cl,-5.557,-5.945
CSc1ccc(-c2csc(NC3CC3)n2)cc1NC(C)=O,-6.075,-6.048
Cn1cccc1-c1csc(N)n1,-4.598,-5.291
COC(=O)C1CCC1,-4.04,-4.183
O=C1COc2ncccc2N1,-5.077,-5.546
COC(=O)c1cccnc1C#N,-4.804,-5.421
Cc1c(N)cc(F)cc1Br.Cl,-4.76,-5.671
Cc1nc(N)ccc1I,-3.862,-4.834
Cl.O=c1ccn(-c2ccncc2)[nH]1,-5.452,-5.863
NC1CCCC1Cc1ccccc1,-4.744,-5.66
O=C(O)c1ccn2cncc2c1,-5.141,-5.47
O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc2c(c1)nc1n2CCCCC1,-7.266,-9.153
Cc1ccc(CNC(C)C)o1.Cl,-4.762,-5.407
CN(C)CCOc1ccccc1CN,-4.631,-5.301
O=C(c1sc2sccc2c1Cl)N1CC(O)C1,-5.511,-5.722
CC1CCC2(CNC(=O)C2)C1,-5.189,-5.419
OCCNc1ccc(Br)cc1,-4.712,-5.093
CC(=O)NCCc1cccc(Cl)c1,-4.95,-5.88
COc1ccc2ncncc2c1,-4.825,-5.485
CCNS(=O)(=O)c1cccc(Br)c1,-5.054,-5.419
c1ccc(NC2CCNCC2)nc1,-5.02,-5.313
Nc1n[nH]c2cnccc12,-5.086,-5.348
O=C1NCc2c1ccc(Cl)c2Cl,-5.247,-5.774
Nc1noc2ccc(Br)cc12,-5.246,-5.741
CNS(=O)(=O)c1ccc(OC)cc1,-5.144,-5.215
NC(=O)c1csc(C(=O)CCl)c1,-4.747,-5.225
Oc1ccc2ccccc2c1CN(Cc1ccccc1F)C1CC1,-6.925,-6.68
Cc1nccc(C(=O)Nc2c(Cl)cc(F)cc2Br)n1,-6.01,-7.014
Cc1cnn(C)c1C1CNC1.Cl.Cl,-5.224,-6.208
CCCCOc1cccc(C#N)c1,-4.901,-5.354
Cl.NCCC(N)=O,-4.095,-3.976
Nc1ncncc1C(=O)O,-5.052,-4.861
CS(=O)(=O)Cc1ccc(F)cc1CNc1nc2ccccc2[nH]1,-6.514,-7.681
Cc1ccc(-n2c(SCc3ccc(Cl)cc3Cl)nc3sc4c(c3c2=O)CCC4)c(C)c1,-8.492,-8.622
CS(C)(=O)=NC(=O)CCl,-3.774,-4.248
Fc1cc(Br)c(Cl)c(Br)c1,-4.081,-5.176
C#CCC1(O)CCS(=O)(=O)C1,-4.758,-5.075
O=C(COC(=O)c1sccc1C1CC1)Nc1ccccc1[N+](=O)[O-],-6.715,-7.33
FC(F)(F)Cn1cnc(C2COCCN2c2ncc(Cl)cn2)n1,-6.162,-6.507
CCc1nc(CNc2cc(OC)c(Br)cn2)cs1,-5.267,-6.173
Cc1c(C(=O)O)ccc2nc[nH]c12,-5.63,-6.054
O=C(Nc1cccc(N2CCOC2=O)c1)c1ccc(F)cc1Cl,-7.284,-7.738
O=C(OCc1cc(Cl)c2c(c1)OCCO2)C1CC2CCCC(C1)C2=O,-7.298,-7.734
CC1(C)C(NCc2ccnc(N3CCCC3)c2)C2CCCOC21,-6.613,-7.689
Nc1cncc(Br)c1O,-4.435,-4.551
CCCOc1ccccc1N.Cl,-4.996,-6.109
O=C1CC2(CCCC2)C(=O)N1,-5.507,-5.404
O=C(O)c1cc(F)cc2ccoc12,-5.553,-6.104
CCOP(=O)(CCl)OCC,-3.706,-4.079
CC(C)(C)c1cccc(CCN)c1,-4.681,-5.726
N#Cc1cccnc1Sc1cccs1,-4.803,
C=CC(=O)Nc1cc(C(C)C)no1,-5.699,-5.487
CC(N)CCc1ccc2c(c1)OCO2,-5.103,-5.772
CCCCn1c(N)c(C(=O)OC)c2nc3ccccc3nc21,-6.184,-6.726
N#Cc1c(F)cccc1OC(F)F,-5.094,-5.813
O=C(O)C1CSC(c2ccco2)N1,-5.209,-6.08
COC(=O)c1ccc2c(n1)CCN2.Cl,-5.504,-5.857
Cn1ccnc1-c1sc(NC(=O)C2CC2)nc1-c1ccccc1,-6.616,-7.16
Cl.O=C(O)CCNCc1ccc(Cl)cc1,-5.642,
Cl.Cl.NCc1nncn1C1CC1,-5.292,-5.68
CSc1ccc(OCC(=N)N)cc1.Cl,-5.341,-5.946
COC1CCN(Cc2cc(F)ccc2Br)CC1,-5.435,-5.75
Cc1ccc(NC(=O)N(C)Cc2cnn(C)c2)c(Cl)c1,-6.092,-6.866
NC(=O)c1ccc(CC(=O)O)cc1,-5.514,-5.762
NC(=O)c1cnccc1Cl,-4.759,-4.928
CN1CCC12CNC2.Cl.Cl,-4.797,-5.255
CCc1cc2c(=O)[nH]c(C)nc2s1,-5.489,-5.538
CC1CCNC1c1cccc(F)c1,-5.36,-5.747
Nc1cc(-c2ccc(Cl)cc2)n[nH]1,-5.512,-5.892
CCn1cc(CNc2nccnc2OC)cn1,-5.399,-5.74
NC(=O)CCSCc1cc(Br)ccc1F,-5.365,-5.972
O=C(O)c1cc(=O)n2[nH]cnc2n1,-5.655,-5.983
COc1cc2nc(N)sc2cc1Br,-4.683,-5.391
COc1cccc(C=O)c1OC(C)C,-4.375,-5.351
Cn1nc(C(=O)[O-])nc1C1CC1.[Na+],-0.971,-1.01
O=C(c1ccc(I)cc1)C1CCCO1,-5.539,
CNCC(=O)Nc1cc(C)ccn1,-5.118,-5.972
N#CCCn1ccc2ccccc21,-4.788,-5.71
O=C(O)c1ccnc(S)c1,-4.689,-4.953
CCN(CC)CCCO.Cl,-3.716,-4.403
CC(C)(C)OC(=O)c1cccc(O)c1,-5.006,-5.745
Cc1c(Br)cc(F)cc1C(=O)O,-5.26,-5.887
CCCS(=O)(=O)NC(=O)c1cnc(-c2ccccc2)nc1C,-6.371,-8.009
c1cc(NC2CCCOC2)nc(NCc2ccoc2)n1,-6.498,-6.755
CCOC(=O)COc1ccccc1Br,-5.103,
O=S(=O)(Cc1ccccc1)NCc1ccccc1OC(F)F,-6.431,-6.819
COc1cc(OC)c(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)cc1OC,-6.6,-7.137
CNCc1cn(C)nn1.Cl,-4.627,-5.021
CCN(CC1CCOC1)C(=O)c1csc(-c2ncccn2)n1,-6.252,-6.512
COc1ccc(N)cc1O,-4.676,-5.039
O=C(CCl)Nc1cc(Br)ccc1F,-4.976,-5.323
CC#CC(=O)NCC(C)(C)c1ccc(Cl)cc1,-5.66,-5.809
CCn1ncc2c(C(=O)OCc3nnsc3Cl)cc(-c3ccccc3)nc21,-7.496,-8.074
O=C(Cn1ncc(Cl)c(Cl)c1=O)Nc1ccc(F)c(F)c1,,-7.2
COc1ccc2c(c1)CCC(=O)N2,-5.541,-5.727
O=C(O)CNS(=O)(=O)C1CC1,-4.849,-4.901
CNc1nccc(C)c1N,-4.459,-4.63
Cc1cc(NCCN)n2ncnc2n1.Cl.Cl,-5.991,-6.411
Cc1cccc2c1NC(=O)C2=O,-5.419,-6.035
Cc1ccccc1C(=O)NC1CC1,-4.781,-5.96
COc1ccc(C(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c(OC)c1,-7.387,-7.945
Cl.Cl.NCc1cc(F)c(N)c(F)c1,-5.202,-6.003
Cc1nc(C(=O)NCC2CC2)co1,-5.057,-5.426
Cc1ccc(C#N)c(Cl)n1,-4.426,-5.433
CCS(=O)(=O)N(C)C1CCN(C(=O)c2ccc(C)c(C)c2)CC1,-7.141,-7.155
CN1C(=O)NCC12CNC2.Cl,-5.041,-5.176
OCc1ccccc1,-4.2,-4.423
CC(OC(=O)c1cc2ccccc2oc1=O)C(=O)Nc1cccc(C#N)c1,-8.1,-8.43
OC1CCc2ccc(F)cc21,-4.903,-5.815
CCCN(C)CC1CCNC1,-3.906,-4.454
CCCCCNC(=S)NN,-3.803,-4.409
CC(C)CN1CCNCC1,-4.103,-4.364
CSc1cccc(NC(=O)CSc2ccccn2)c1,-6.074,-6.458
CCCC1(CN)CC1.Cl,-4.13,-4.794
Cc1ccc2cccc(N)c2n1,-4.917,-5.975
CCOC(=O)C1=C(N)N(c2ccc(N(CC)CC)cc2)C(=O)C1,-6.224,-6.24
Cc1cc(C)nc(NNC(=O)c2ccc(C)c(-n3cccc3)c2)n1,-6.7,-7.189
Cc1nn(C)c(C)c1OCC(=O)O,-4.857,-5.233
COCc1cccc(NS(=O)(=O)c2cccc(C)c2C(=O)OC)c1,-6.447,-7.1
O=C(CSc1ccccn1)Nc1cccc(Cl)c1,-5.817,-6.493
Cc1ccccc1NC1=NN=C(c2cccn2C)CS1,-6.421,-7.223
CCC(NC1CCC2(CC1)OCCO2)c1ccccc1O,-6.21,-6.713
O=C(Cn1nnn(-c2cccs2)c1=O)c1ccccc1F,-6.501,-7.245
OCC(O)CSc1cccc(Br)c1,-5.267,-5.429
Cl.Clc1cc(Cl)c2c(c1)NCCC2,-5.095,-5.879
FC(F)(F)c1cc(I)ccc1Cl,-4.727,-5.468
CCOc1ccc(Br)cc1S(N)(=O)=O,-5.362,-5.375
O=C(NCCc1nc(-c2ccccc2)n[nH]1)c1nnc2ccccc2n1,-7.735,-8.376
